Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1443A-42X-1-A,44.0,100.0,306.74,307.3,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,white,10YR 8.5/1 (white),gradational,gradational,,,non-graded,,,,mottling,,,,Centimetric ovoid patches of brown (7.5YR 6/2) silts carbonates sands? (more abundant between 75 and 86),,,,353,U1443,A,42,X,1,A
353-U1443A-42X-1-A,100.0,151.0,307.3,307.81,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,,,,,"Many dispersed green dots (?) or organized as individual sub-horizontal layers between 100 and 150 cm. One 1 cm in diameter greenish to yellowish (GLEY 1 3/5GY, 2.5Y 6/4) nodule of (? sampled for XRD).",,,,353,U1443,A,42,X,1,A
353-U1443A-42X-2-A,0.0,80.0,307.81,308.61,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 8/10Y (light greenish gray),irregular,sharp,sub-horizontal,,non-graded,,,,,,,,Many dispersed green dots (?) between 0 and 80 cm.,,,,353,U1443,A,42,X,2,A
353-U1443A-42X-2-A,80.0,87.0,308.61,308.68,,,porcellanite,,porcellanite,porcellanite,porcellanite,,gray,2.5Y 7/1 (light gray),irregular,sharp,sub-horizontal,,non-graded,,,,,,,,,,,,353,U1443,A,42,X,2,A
353-U1443A-42X-2-A,87.0,150.0,308.68,309.31,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,,,,,"Many dispersed green dots (?) or organized as individual sub-horizontal layers between 87 and 150 cm. Some 0.5 cm in diameter greenish to yellowish (GLEY 1 3/5GY, 2.5Y 6/4) nodules of (? sampled for XRD).",,,,353,U1443,A,42,X,2,A
353-U1443A-42X-3-A,0.0,150.0,309.31,310.81,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,,,,,"Many dispersed green dots (?) or organized as individual sub-horizontal layers between 0 and 150 cm. Intervals at 0-12, 81-92 and 102-110 cm are more clear.",,,,353,U1443,A,42,X,3,A
353-U1443A-42X-4-A,0.0,116.0,310.81,311.97,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,,,,shell fragment,"Many dispersed green dots (?) or organized as individual sub-horizontal layers between 0 and 150 cm. Intervals at 10-16 cm are more clear. Shell fragments are scattered at 39-50, 94-98 and 122-124 cm.",,,,353,U1443,A,42,X,4,A
353-U1443A-42X-CC-A,0.0,15.0,311.97,312.12,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 8/10Y (light greenish gray),,,,,non-graded,,,,,,,shell fragment,Many dispersed green dots (?) or organized as individual sub-horizontal layers between 0 and 150 cm. Shell fragments are scattered .,,,,353,U1443,A,42,X,CC,A
353-U1443A-43X-1-A,0.0,150.0,312.3,313.8,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,shell fragment,"Color variations (from light greenish grey to pale green) all along the section. A distinct patch of greenish glauconite is observed at 111 cm. Dispersed shell fragments (Inoceramus?) all along the section, more abundant between 70 and 92 cm). This section seem to be more bioturbated.",,,,353,U1443,A,43,X,1,A
353-U1443A-43X-2-A,0.0,111.0,313.8,314.91,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),gradational,gradational,,,non-graded,,,,,,,shell fragment,Color variations (from light greenish grey to pale green).,,,,353,U1443,A,43,X,2,A
353-U1443A-43X-2-A,111.0,150.0,314.91,315.3,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 6/10GY (greenish gray),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,43,X,2,A
353-U1443A-43X-3-A,0.0,5.0,315.3,315.35,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 6/10GY (greenish gray),planar,wavy,,,non-graded,,,,mottling,,,,Gradual increase in glauconite contents starting from the bottom of the previous section and ending at the fist 5 cm of this section with a greenish layer 2 mm thick.,,,,353,U1443,A,43,X,3,A
353-U1443A-43X-3-A,5.0,150.0,315.35,316.8,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,,Color variations (from light greenish grey to pale green).,,,,353,U1443,A,43,X,3,A
353-U1443A-43X-4-A,0.0,135.0,316.8,318.15,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),irregular,sharp,sub-horizontal,,non-graded,,,,,,,,Color variations (from light greenish grey to pale green). 1 cm thick reddish to graysh layer between 49 and 51 cm (inclined),,,,353,U1443,A,43,X,4,A
353-U1443A-43X-4-A,135.0,143.0,318.15,318.23,,,porcellanite,,porcellanite,porcellanite,porcellanite,,gray,2.5Y 7/1 (light gray),irregular,sharp,sub-horizontal,,non-graded,,,,,,,,,,,,353,U1443,A,43,X,4,A
353-U1443A-43X-4-A,143.0,150.0,318.23,318.3,,bioclastic,marlstone,with glauconite,bioclastic marlstone,bioclastic marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,,Color variations (from light greenish grey to pale green).,,,,353,U1443,A,43,X,4,A
353-U1443A-43X-5-A,0.0,150.0,318.3,319.8,,bioclastic,marlstone,with glauconite,bioclastic marlstone,bioclastic marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,,"Color variations (from light greenish grey to pale green) all along the section. Lot of dispersed shell fragments (Inoceramus?) all along the section, more abundant bin the upper 94 cm and between 121 to bottom.",,,,353,U1443,A,43,X,5,A
353-U1443A-43X-CC-A,0.0,47.0,321.32,321.79,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,,Color variations (from light greenish grey to pale green) all along the section. Lot of dispersed shell fragments (Inoceramus?) all along the section.,,,,353,U1443,A,43,X,CC,A
353-U1443A-44X-1-A,0.0,9.0,322.0,322.09,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),irregular,sharp,sub-horizontal,,non-graded,,,,,,,,Color variations (from light greenish grey to pale green) all along the section. Few amount of shell fragments (Inoceramus?) all along the section.,,,,353,U1443,A,44,X,1,A
353-U1443A-44X-1-A,9.0,150.0,322.09,323.5,,,porcellanite,,porcellanite,porcellanite,porcellanite,,gray,2.5Y 7/1 (light gray),irregular,sharp,sub-horizontal,,non-graded,,,,,,,,,,,,353,U1443,A,44,X,1,A
353-U1443A-44X-2-A,0.0,150.0,323.5,325.0,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,,Color variations (from light greenish grey to pale green) all along the section. Few amount of shell fragments (Inoceramus?) all along the section.,,,,353,U1443,A,44,X,2,A
353-U1443A-44X-3-A,0.0,110.0,325.0,326.1,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,,Color variations (from light greenish grey to pale green) all along the section. Few amount of shell fragments (Inoceramus?) all along the section.,,,,353,U1443,A,44,X,3,A
353-U1443A-44X-4-A,0.0,54.0,326.1,326.64,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,,Color variations (from light greenish grey to pale green) all along the section.,,,,353,U1443,A,44,X,4,A
353-U1443A-44X-CC-A,0.0,29.0,326.64,326.93,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,,Color variations (from light greenish grey to pale green) all along the section. Few amount of shell fragments (Inoceramus?) all along the section. Lot of fragments of porcellanite below the paleomicropaleontological sample.,,,,353,U1443,A,44,X,CC,A
353-U1443A-45X-1-A,0.0,139.0,326.8,328.19,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,,Color variations (from light greenish grey to pale green) all along the section.,,,,353,U1443,A,45,X,1,A
353-U1443A-45X-2-A,0.0,150.0,328.19,329.69,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,,Color variations (from light greenish grey to pale green) all along the section.,,,,353,U1443,A,45,X,2,A
353-U1443A-45X-3-A,0.0,70.0,329.69,330.39,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,,Color variations (from light greenish grey to pale green) all along the section.,,,,353,U1443,A,45,X,3,A
353-U1443A-45X-CC-A,0.0,23.0,330.39,330.62,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,,Color variations (from light greenish grey to pale green) all along the section.,,,,353,U1443,A,45,X,CC,A
353-U1443A-46X-1-A,0.0,150.0,331.6,333.1,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,shell fragment,Color variations (from light greenish grey to pale green) all along the section. Shell fragments (Inoceramus?) all along the section.,,,,353,U1443,A,46,X,1,A
353-U1443A-46X-2-A,0.0,120.0,333.1,334.3,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,shell fragment,Color variations (from light greenish grey to pale green) all along the section. Shell fragments (Inoceramus?) all along the section.,,,,353,U1443,A,46,X,2,A
353-U1443A-46X-3-A,0.0,50.0,334.3,334.8,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,shell fragment,Color variations (from light greenish grey to pale green) all along the section. Shell fragments (Inoceramus?) all along the section. Very big shell fragments between 11 and 13 cm.,,,,353,U1443,A,46,X,3,A
353-U1443A-46X-CC-A,0.0,40.0,334.8,335.2,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,shell fragment,Color variations (from light greenish grey to pale green) all along the section. Shell fragments (Inoceramus?) all along the section.,,,,353,U1443,A,46,X,CC,A
353-U1443A-47X-1-A,0.0,65.0,336.4,337.05,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,shell fragment,Color variations (from light greenish grey to pale green) all along the section. Many shell fragments (Inoceramus?) all along the section.,,,,353,U1443,A,47,X,1,A
353-U1443A-47X-CC-A,0.0,43.0,337.05,337.48,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,shell fragment,Color variations (from light greenish grey to pale green) all along the section. Many shell fragments (Inoceramus?) all along the section.,,,,353,U1443,A,47,X,CC,A
353-U1443A-48X-CC-A,0.0,15.0,341.2,341.35,,,marlstone,with glauconite,marlstone,marlstone with glauconite,marlstone with glauconite,,gray,GLEY 1 7/5GY (light greenish grey),,,,,non-graded,,,,,,,shell fragment,"Mixture of fragments of shell, plus porcellanite, plus chalk.",,,,353,U1443,A,48,X,CC,A
