Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1418D-33X-CC-A,41.0,46.0,260.78,260.83,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,33,X,CC,A
341-U1418D-34X-1-A,0.0,150.0,267.0,268.5,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"sediment colour greenish grey (10Y 4/1), flow-in is dark grey (N 4); clasts occur disperded, no concentration in layers, no ""trends""; clasts predominantly coarse sand, only few granules",,,,,,341,U1418,D,34,X,1,A
341-U1418D-34X-2-A,0.0,140.0,268.5,269.9,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"sediment colour greenish grey (10Y 4/1), flow-in is dark grey (N 4); clasts occur dispersed, no ""trends""; clasts predominantly coarse sand, granules more abundant in upper half of section; one layer rich in coarse sand and granules at 45 cm",,,,,,341,U1418,D,34,X,2,A
341-U1418D-34X-2-A,140.0,150.0,269.9,270.0,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,D,34,X,2,A
341-U1418D-34X-3-A,0.0,133.0,270.0,271.33,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"clasts mostly coarse sand, granules < 10%",,,,,,341,U1418,D,34,X,3,A
341-U1418D-34X-CC-A,0.0,40.0,271.33,271.73,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,very few coarse sand clasts,,,,,,341,U1418,D,34,X,CC,A
341-U1418D-35X-1-A,0.0,37.0,276.7,277.07,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,,gradational contact,,,,,341,U1418,D,35,X,1,A
341-U1418D-35X-1-A,37.0,87.0,277.07,277.57,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,present [A79],2,,,,,,,,,,"49cm: bright red clast;
61cm: pyritized material (burrow?)",,,,,,341,U1418,D,35,X,1,A
341-U1418D-35X-1-A,87.0,150.0,277.57,278.2,diatom rich,mud [Leg210],,diatom rich mud ,,,,10GY 4/1 (dark greenish gray),moderate [DB86],2,absent [A79],,,,,,,,,,,"pyritized material (burrow?) @ 103, 144cm",,,,,,341,U1418,D,35,X,1,A
341-U1418D-35X-2-A,0.0,38.0,278.2,278.58,diatom rich,mud [Leg210],,diatom rich mud ,,,,10GY 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,2cm: pyritized burrow(?),,,,,,341,U1418,D,35,X,2,A
341-U1418D-35X-2-A,38.0,66.0,278.58,278.86,,mud [Leg210],,mud ,,,,N 4 (dark gray),moderate [DB86],2,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,35,X,2,A
341-U1418D-35X-2-A,66.0,140.0,278.86,279.6,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,greenish gray color bands,,,,,,341,U1418,D,35,X,2,A
341-U1418D-35X-2-A,140.0,150.0,279.6,279.7,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,D,35,X,2,A
341-U1418D-35X-3-A,0.0,53.5,279.7,280.235,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,17cm: pyritized material,,,,,,341,U1418,D,35,X,3,A
341-U1418D-35X-3-A,53.5,57.5,280.235,280.275,,silt [Leg210],with common clasts,silt  with common clasts,,,,N 3 (very dark gray),,,absent [A79],,,,,,,,,,,"much drilling disturbance, formerly normally graded?",,,,,,341,U1418,D,35,X,3,A
341-U1418D-35X-3-A,57.5,74.0,280.275,280.44,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,clasts from sand intervals washed over this interval,,,,,,341,U1418,D,35,X,3,A
341-U1418D-35X-3-A,74.0,76.5,280.44,280.465,,silt [Leg210],with common clasts,silt  with common clasts,,,,N 3 (very dark gray),,,present [A79],2,,,,,,,,,,"much drilling disturbance, formerly normally graded?",,,,,,341,U1418,D,35,X,3,A
341-U1418D-35X-3-A,76.5,107.0,280.465,280.77,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,clasts from sand intervals washed over this interval,,,,,,341,U1418,D,35,X,3,A
341-U1418D-35X-3-A,107.0,150.0,280.77,281.2,diatom rich,mud [Leg210],,diatom rich mud ,,,,10GY 4/1 (dark greenish gray),moderate [DB86],2,present [A79],1,,,,,,,,,,,,,,,,341,U1418,D,35,X,3,A
341-U1418D-35X-4-A,0.0,77.0,281.2,281.97,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,35,X,4,A
341-U1418D-35X-4-A,77.0,150.0,281.97,282.7,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,"clasts coarse sand and granules, scarce, decreasing in abundance down section ",,,,,,341,U1418,D,35,X,4,A
341-U1418D-35X-5-A,0.0,2.0,282.7,282.72,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,35,X,5,A
341-U1418D-35X-5-A,2.0,7.0,282.72,282.77,,silt [Leg210],,silt ,,,,N 4 (dark gray),,,present [A79],1,,,pebble [W22_2],subrounded,,,,,,medium sand with sandstone clast up to 2 cm,,,,,,341,U1418,D,35,X,5,A
341-U1418D-35X-5-A,7.0,29.0,282.77,282.99,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,35,X,5,A
341-U1418D-35X-5-A,29.0,100.0,282.99,283.7,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"clast types: red chert, rhyolite, black siltstone, green silt/sandstone",,,,,,341,U1418,D,35,X,5,A
341-U1418D-35X-CC-A,0.0,39.0,283.7,284.09,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,35,X,CC,A
341-U1418D-35X-CC-A,39.0,44.0,284.09,284.14,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,35,X,CC,A
341-U1418D-36X-1-A,0.0,34.0,286.4,286.74,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,clasts: black siltstones,,,,,,341,U1418,D,36,X,1,A
341-U1418D-36X-1-A,34.0,84.0,286.74,287.24,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,"clasts: granodiorite to gabbro, black siltstone",,,,,,341,U1418,D,36,X,1,A
341-U1418D-36X-1-A,84.0,150.0,287.24,287.9,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"clasts: black siltstones, greenstone, pebble at 137 cm, darg grey sitlstone",,,,,,341,U1418,D,36,X,1,A
341-U1418D-36X-2-A,0.0,88.0,287.9,288.78,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,"clasts: black siltstone, greenstone",,,,,,341,U1418,D,36,X,2,A
341-U1418D-36X-2-A,88.0,100.0,288.78,288.9,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,"clasts: dark chert, white chert, dark siltstone",,,,,,341,U1418,D,36,X,2,A
341-U1418D-36X-2-A,100.0,138.0,288.9,289.28,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,"clasts: large clast 3 cm at 108 cm dark sitlstpone, small pebble 1 cm at 114: granite",,,,,,341,U1418,D,36,X,2,A
341-U1418D-36X-2-A,138.0,148.0,289.28,289.38,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,D,36,X,2,A
341-U1418D-36X-3-A,0.0,50.0,289.38,289.88,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,clasts: gabbro 1.6 cm at 3 cm,,,,,,341,U1418,D,36,X,3,A
341-U1418D-36X-3-A,50.0,76.0,289.88,290.14,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,"granules: siltstone, granite",,,,,,341,U1418,D,36,X,3,A
341-U1418D-36X-3-A,76.0,100.0,290.14,290.38,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,,,,,,,341,U1418,D,36,X,3,A
341-U1418D-36X-4-A,0.0,50.0,290.38,290.88,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,,,,,,,341,U1418,D,36,X,4,A
341-U1418D-36X-4-A,50.0,68.0,290.88,291.06,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,,,,,,,341,U1418,D,36,X,4,A
341-U1418D-36X-4-A,68.0,87.0,291.06,291.25,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,,,,,,,341,U1418,D,36,X,4,A
341-U1418D-36X-CC-A,0.0,32.0,291.25,291.57,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,,,,,,,341,U1418,D,36,X,CC,A
341-U1418D-36X-CC-A,32.0,37.0,291.57,291.62,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,36,X,CC,A
341-U1418D-37X-1-A,0.0,140.0,296.1,297.5,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],13,,,,,,,,,,"large piece of drill bit in upper part of section;
greenish gray color bands",,,,,,341,U1418,D,37,X,1,A
341-U1418D-37X-CC-A,0.0,38.0,297.5,297.88,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],4,,,,,,,,,,,,,,,,341,U1418,D,37,X,CC,A
341-U1418D-37X-CC-A,38.0,43.0,297.88,297.93,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,37,X,CC,A
